team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame,win,shot_diff,penalty_diff,shotAttempt_diff,faceOff_diff,xGoalsFor_last3,shotsOnGoalFor_last3,xGoalsAgainst_last3,xGoalsFor_last5,shotsOnGoalFor_last5,xGoalsAgainst_last5,xGoalsFor_last10,shotsOnGoalFor_last10,xGoalsAgainst_last10,xGoalsFor_season,xshotsOnGoalFor_season,xGoalsAgainst_season,xGoalsFor_slope5,xGoalsAgainst_slope5,shotsOnGoalFor_slope5,shotsOnGoalAgainst_slope5
BUF,2022,BUF,2022020013,BUF,OTT,HOME,20221013,Team Level,all,0.6325,0.514,0.5233,3600.0,33.015,3.753,2.028,6.895,1.085,17.151,14.088,3.716,3.709,3.672,36.0,9.0,10.0,55.0,4.0,2.0,0.0,7.0,1.0,13.0,18.0,32.0,41.0,4.0,8.0,22.0,9.0,4.0,9.0,33.0,7.0,5.0,0.928,0.773,2.052,0.0,2.0,2.0,54.53,45.0,44.999,2.0,0.436,0.658,0.658,3.532,3.48,3.463,29.499,2.181,1.967,6.594,0.943,17.312,12.003,2.16,2.249,2.229,36.0,5.0,11.0,52.0,1.0,0.0,0.0,5.0,0.0,12.0,23.0,35.0,40.0,4.0,8.0,27.0,18.0,6.0,3.0,29.0,11.0,1.0,0.692,1.253,0.236,0.0,1.0,0.0,52.722,41.0,41.678,1.0,0.427,0.0,0.0,2.608,2.69,2.666,0,1,0.0,0.0,3.0,-5.0,,,,,,,,,,3.753,36.0,2.181,,,,
BUF,2022,BUF,2022020025,BUF,FLA,HOME,20221015,Team Level,all,0.2828,0.3909,0.3793,3600.0,24.036,1.886,1.571,5.447,0.808,13.012,10.276,1.872,1.819,1.806,27.0,6.0,10.0,43.0,3.0,2.0,0.0,5.0,1.0,9.0,13.0,24.0,30.0,8.0,16.0,33.0,12.0,9.0,3.0,25.0,7.0,1.0,0.777,0.796,0.313,1.0,2.0,0.0,41.329,33.0,31.731,3.0,0.345,0.095,0.095,2.137,2.062,2.049,39.569,4.782,2.865,8.278,1.205,21.663,15.207,4.716,4.917,4.847,37.0,17.0,13.0,67.0,4.0,4.0,2.0,7.0,1.0,21.0,17.0,33.0,50.0,6.0,12.0,30.0,11.0,4.0,5.0,44.0,5.0,5.0,1.318,0.483,2.981,1.0,0.0,3.0,69.64,54.0,56.1,2.0,0.67,1.243,1.243,4.209,4.336,4.299,0,0,-10.0,2.0,-24.0,3.0,,,,,,,,,,2.8195,31.5,3.4815,,,,
BUF,2022,BUF,2022020054,BUF,EDM,AWAY,20221018,Team Level,all,0.4613,0.3629,0.34,3600.0,24.67,4.458,1.537,5.271,0.833,12.514,9.387,4.343,4.646,4.531,24.0,10.0,11.0,45.0,4.0,1.0,0.0,6.0,0.0,14.0,9.0,20.0,30.0,5.0,10.0,32.0,16.0,12.0,11.0,21.0,7.0,6.0,0.702,0.835,2.921,0.0,1.0,3.0,48.414,34.0,36.518,8.0,0.369,0.149,0.149,4.677,4.87,4.752,47.083,5.205,3.79,11.162,1.586,27.194,17.062,4.79,4.964,4.557,48.0,18.0,13.0,79.0,2.0,7.0,1.0,10.0,0.0,30.0,17.0,46.0,64.0,6.0,12.0,40.0,28.0,8.0,18.0,42.0,21.0,3.0,1.61,2.643,0.952,0.0,2.0,0.0,73.888,66.0,62.152,6.0,0.86,1.174,1.174,4.891,4.672,4.393,0,1,-24.0,-1.0,-34.0,-8.0,3.3656666666666673,29.0,4.056,,,,,,,3.3656666666666673,29.0,4.056,,,,
BUF,2022,BUF,2022020068,BUF,CGY,AWAY,20221020,Team Level,all,0.6072,0.5,0.5,3600.0,38.449,4.68,2.546,8.444,1.297,20.854,15.179,4.582,4.975,4.87,32.0,21.0,12.0,65.0,6.0,2.0,1.0,4.0,5.0,14.0,22.0,26.0,47.0,1.0,2.0,32.0,11.0,8.0,6.0,39.0,11.0,3.0,1.157,1.391,2.132,1.0,2.0,3.0,73.226,53.0,58.594,4.0,0.55,0.655,0.655,4.574,4.881,4.838,37.868,3.027,2.417,9.313,1.512,20.144,16.587,2.961,2.839,2.778,43.0,10.0,12.0,65.0,3.0,5.0,0.0,8.0,0.0,14.0,23.0,40.0,50.0,4.0,8.0,25.0,29.0,6.0,4.0,43.0,7.0,3.0,1.373,0.793,0.862,1.0,1.0,1.0,59.546,53.0,48.819,2.0,0.508,0.446,0.446,3.089,2.903,2.865,0,1,-11.0,-3.0,0.0,7.0,3.674666666666667,27.666666666666668,4.338,,,,,,,3.6942500000000003,29.75,3.79875,,,,
BUF,2022,BUF,2022020084,BUF,VAN,AWAY,20221022,Team Level,all,0.6027,0.4741,0.4881,3600.0,31.383,4.0,2.012,6.445,0.893,15.77,11.88,3.935,4.273,4.202,27.0,14.0,14.0,55.0,5.0,0.0,0.0,3.0,1.0,14.0,18.0,22.0,36.0,4.0,8.0,25.0,17.0,13.0,7.0,26.0,12.0,3.0,1.143,1.36,1.498,0.0,2.0,3.0,61.543,41.0,45.36,6.0,0.436,0.0,0.0,4.436,4.75,4.67,30.595,2.637,2.139,7.311,1.012,17.901,11.999,2.529,2.47,2.368,30.0,13.0,18.0,61.0,1.0,5.0,0.0,13.0,0.0,11.0,13.0,29.0,42.0,1.0,2.0,31.0,40.0,13.0,6.0,34.0,6.0,3.0,1.155,0.75,0.732,0.0,1.0,0.0,56.331,43.0,39.682,1.0,0.449,0.569,0.569,2.517,2.353,2.306,0,1,-3.0,3.0,-6.0,-6.0,4.379333333333334,27.666666666666668,3.6229999999999998,3.7554000000000003,29.2,3.5664000000000002,,,,3.7554000000000003,29.2,3.5664000000000002,0.32879999999999965,-0.0843000000000001,-1.3000000000000025,-0.600000000000001
BUF,2022,BUF,2022020105,BUF,SEA,AWAY,20221025,Team Level,all,0.3001,0.5,0.4138,3600.0,17.359,1.632,1.383,3.896,0.658,9.864,6.566,1.623,1.611,1.603,16.0,8.0,17.0,41.0,1.0,0.0,0.0,3.0,2.0,9.0,9.0,15.0,23.0,3.0,6.0,33.0,12.0,5.0,7.0,20.0,3.0,1.0,0.66,0.473,0.498,0.0,1.0,0.0,38.76,24.0,23.197,3.0,0.304,0.0,0.0,1.936,1.911,1.901,25.82,3.807,2.161,5.161,0.818,13.186,8.869,3.281,3.866,3.332,24.0,10.0,7.0,41.0,5.0,3.0,1.0,3.0,0.0,8.0,15.0,19.0,29.0,4.0,8.0,16.0,15.0,10.0,8.0,19.0,7.0,8.0,0.735,0.918,2.154,3.0,1.0,1.0,43.63,34.0,35.255,6.0,0.465,0.813,0.813,3.459,3.513,3.365,0,0,-8.0,-1.0,0.0,17.0,3.437333333333333,25.0,3.157,3.3312,25.2,3.8915999999999995,,,,3.4015,27.0,3.6065,-0.09660000000000007,-0.45180000000000076,-1.899999999999999,-4.400000000000006
BUF,2022,BUF,2022020114,BUF,MTL,HOME,20221027,Team Level,all,0.5651,0.542,0.5577,3600.0,41.552,3.687,2.969,9.408,1.395,23.087,17.454,3.453,3.563,3.333,45.0,13.0,13.0,71.0,2.0,7.0,0.0,7.0,1.0,18.0,23.0,43.0,56.0,3.0,6.0,22.0,6.0,9.0,6.0,42.0,14.0,2.0,1.474,1.629,0.584,1.0,1.0,0.0,68.54,58.0,56.081,2.0,0.641,1.058,1.058,3.271,3.171,3.006,33.375,2.837,2.102,7.69,1.102,18.671,13.599,2.603,3.001,2.755,34.0,12.0,14.0,60.0,3.0,4.0,1.0,12.0,0.0,16.0,11.0,31.0,43.0,4.0,8.0,29.0,6.0,7.0,2.0,38.0,5.0,3.0,0.849,0.685,1.303,2.0,0.0,1.0,62.278,46.0,47.688,1.0,0.456,1.498,1.498,1.795,1.886,1.834,0,0,11.0,-1.0,11.0,-7.0,3.106333333333333,29.333333333333332,3.093666666666667,3.6914000000000002,28.8,3.5025999999999997,,,,3.442285714285714,29.571428571428573,3.4965714285714284,-0.4590000000000005,-0.3956000000000005,2.5999999999999988,-4.7000000000000055
BUF,2022,BUF,2022020131,BUF,CHI,HOME,20221029,Team Level,all,0.5636,0.624,0.6111,3636.0,40.743,4.357,3.138,8.627,1.308,21.451,16.119,4.034,4.175,3.86,45.0,10.0,23.0,78.0,4.0,7.0,1.0,9.0,1.0,17.0,17.0,41.0,51.0,2.0,4.0,14.0,7.0,6.0,6.0,37.0,13.0,5.0,1.263,1.757,1.337,0.0,3.0,1.0,73.276,55.0,52.093,2.0,0.669,1.541,1.541,3.485,3.342,3.247,26.188,3.374,1.957,6.566,0.965,12.77,9.368,3.123,3.562,3.299,26.0,9.0,12.0,47.0,3.0,6.0,2.0,3.0,1.0,7.0,15.0,23.0,32.0,3.0,6.0,37.0,11.0,10.0,4.0,23.0,9.0,3.0,0.718,1.253,1.403,0.0,1.0,2.0,50.354,35.0,37.46,1.0,0.457,1.638,1.638,2.194,2.375,2.33,0,1,19.0,-1.0,31.0,-23.0,3.2253333333333334,35.333333333333336,3.3393333333333337,3.6712,33.0,3.1364000000000005,,,,3.556625,31.5,3.48125,-0.09590000000000012,0.08939999999999983,4.399999999999998,-3.0
BUF,2022,BUF,2022020144,BUF,DET,HOME,20221031,Team Level,all,0.6733,0.6887,0.6854,3600.0,42.313,3.233,2.999,9.727,1.492,25.843,17.706,3.118,3.228,3.112,46.0,15.0,12.0,73.0,8.0,1.0,0.0,12.0,1.0,25.0,14.0,38.0,53.0,2.0,4.0,32.0,11.0,8.0,2.0,49.0,11.0,1.0,1.676,1.257,0.301,4.0,3.0,1.0,74.45,61.0,61.695,1.0,0.652,0.065,0.065,3.82,3.81,3.673,20.195,1.569,1.317,4.828,0.679,10.5,9.107,1.527,1.579,1.537,18.0,10.0,5.0,33.0,3.0,2.0,0.0,6.0,0.0,6.0,11.0,15.0,25.0,6.0,12.0,33.0,20.0,9.0,3.0,22.0,5.0,1.0,0.628,0.658,0.283,1.0,2.0,0.0,32.424,28.0,27.582,1.0,0.285,0.313,0.313,1.541,1.552,1.537,0,1,28.0,-4.0,40.0,-1.0,3.7590000000000003,45.333333333333336,2.5933333333333333,3.3817999999999997,35.8,2.8448,,,,3.5206666666666666,33.111111111111114,3.268777777777778,0.11909999999999994,-0.25690000000000046,6.699999999999997,-2.200000000000004
BUF,2022,BUF,2022020160,BUF,PIT,HOME,20221102,Team Level,all,0.6321,0.5625,0.6,3600.0,29.987,3.369,1.825,6.662,0.917,16.506,12.72,3.335,3.281,3.247,33.0,9.0,12.0,54.0,6.0,0.0,0.0,6.0,1.0,10.0,19.0,27.0,36.0,4.0,8.0,27.0,8.0,7.0,7.0,35.0,3.0,4.0,1.283,0.403,1.683,2.0,1.0,3.0,51.051,42.0,39.701,4.0,0.385,0.0,0.0,3.755,3.648,3.611,19.951,1.961,1.238,4.516,0.697,10.955,8.633,1.955,2.078,2.072,21.0,7.0,14.0,42.0,3.0,1.0,0.0,5.0,0.0,2.0,17.0,18.0,25.0,5.0,10.0,32.0,12.0,3.0,3.0,22.0,5.0,1.0,0.892,0.522,0.547,0.0,2.0,1.0,45.031,28.0,30.301,2.0,0.273,0.069,0.069,2.164,2.295,2.288,0,1,12.0,-1.0,12.0,-5.0,3.653,41.333333333333336,2.3013333333333335,3.2556,37.0,2.7096,3.5055,33.1,3.138,3.5055,33.1,3.138,0.30199999999999994,-0.4960000000000004,3.4999999999999987,-2.200000000000004
BUF,2022,BUF,2022020174,BUF,CAR,AWAY,20221104,Team Level,all,0.463,0.4434,0.4186,3600.0,26.098,3.299,1.923,5.291,0.833,14.254,10.4,3.24,3.336,3.275,25.0,11.0,11.0,47.0,3.0,2.0,0.0,7.0,1.0,11.0,12.0,22.0,33.0,5.0,10.0,26.0,17.0,7.0,3.0,23.0,8.0,5.0,0.574,1.026,1.7,2.0,0.0,1.0,46.939,36.0,35.968,0.0,0.444,0.405,0.405,3.338,3.371,3.363,34.766,3.826,2.36,8.702,1.199,20.063,13.849,3.747,3.81,3.731,33.0,17.0,9.0,59.0,5.0,2.0,0.0,8.0,1.0,18.0,16.0,28.0,45.0,6.0,12.0,41.0,20.0,10.0,13.0,36.0,12.0,2.0,1.325,1.252,1.249,3.0,1.0,1.0,59.2,50.0,50.55,6.0,0.547,0.342,0.342,4.032,4.012,3.932,0,0,-8.0,-1.0,-12.0,-15.0,3.300333333333333,34.666666666666664,2.452,3.589,38.8,2.7134,3.4600999999999997,32.0,3.3024999999999998,3.4867272727272725,32.36363636363637,3.200545454545455,-0.1764,0.05649999999999989,-5.2000000000000055,-0.7000000000000017
BUF,2022,BUF,2022020180,BUF,TBL,AWAY,20221105,Team Level,all,0.4048,0.5192,0.4805,3600.0,27.098,2.924,2.141,5.996,0.86,14.708,10.37,2.846,3.042,2.96,24.0,13.0,17.0,54.0,3.0,4.0,1.0,8.0,1.0,9.0,12.0,21.0,34.0,2.0,4.0,33.0,44.0,10.0,9.0,24.0,10.0,3.0,0.649,1.214,1.061,0.0,1.0,2.0,55.118,37.0,37.735,4.0,0.475,0.65,0.65,2.75,2.854,2.834,30.323,4.299,2.372,5.753,0.826,15.461,11.289,4.116,4.195,4.018,30.0,10.0,10.0,50.0,5.0,3.0,1.0,11.0,3.0,12.0,6.0,25.0,35.0,3.0,6.0,32.0,43.0,15.0,8.0,22.0,14.0,4.0,0.857,1.849,1.593,2.0,1.0,2.0,49.178,40.0,39.516,3.0,0.511,0.747,0.747,4.063,3.965,3.874,0,0,-6.0,-1.0,4.0,1.0,3.197333333333333,27.333333333333332,3.362,3.4364000000000003,34.6,3.0058,3.5638999999999994,31.7,3.2542,3.439833333333333,31.666666666666668,3.2920833333333337,-0.28000000000000064,0.4106999999999998,-6.300000000000004,2.2999999999999976
BUF,2022,BUF,2022020196,BUF,ARI,HOME,20221108,Team Level,all,0.5768,0.6383,0.6456,3600.0,36.204,2.963,2.167,8.161,1.157,20.096,16.456,2.909,2.778,2.729,33.0,18.0,9.0,60.0,1.0,1.0,0.0,11.0,0.0,17.0,21.0,32.0,50.0,4.0,10.0,35.0,12.0,6.0,6.0,37.0,13.0,1.0,1.258,1.496,0.209,0.0,1.0,0.0,55.444,51.0,47.442,2.0,0.463,0.161,0.161,3.265,3.066,3.021,20.428,2.174,1.211,4.658,0.655,10.294,9.008,2.168,2.255,2.248,24.0,4.0,6.0,34.0,4.0,1.0,0.0,8.0,0.0,2.0,13.0,20.0,24.0,5.0,10.0,23.0,15.0,6.0,5.0,22.0,4.0,2.0,0.669,0.524,0.981,1.0,1.0,2.0,36.672,28.0,30.095,2.0,0.283,0.015,0.015,2.442,2.538,2.53,0,0,9.0,-1.0,26.0,12.0,3.062,27.333333333333332,3.433,3.1576,32.2,2.7658,3.4143999999999997,32.6,2.9511000000000003,3.403153846153846,31.76923076923077,3.2060769230769233,-0.09850000000000064,0.35479999999999995,-3.500000000000004,2.099999999999996
BUF,2022,BUF,2022020215,BUF,VGK,HOME,20221110,Team Level,all,0.4663,0.5659,0.5444,3600.0,36.206,3.482,2.754,8.32,1.147,20.088,13.209,3.26,3.279,3.065,35.0,14.0,24.0,73.0,4.0,4.0,1.0,12.0,1.0,12.0,16.0,31.0,45.0,2.0,4.0,29.0,8.0,5.0,3.0,38.0,7.0,4.0,1.38,1.104,0.997,1.0,1.0,2.0,67.997,49.0,45.864,1.0,0.604,0.902,0.902,3.185,3.001,2.877,30.152,3.986,2.255,6.093,0.856,16.446,11.364,3.95,4.265,4.227,36.0,5.0,15.0,56.0,7.0,2.0,2.0,7.0,3.0,9.0,13.0,29.0,34.0,3.0,6.0,41.0,15.0,11.0,3.0,26.0,11.0,4.0,0.837,1.337,1.812,1.0,3.0,3.0,61.169,41.0,44.761,0.0,0.503,1.133,1.133,3.356,3.629,3.593,0,0,-1.0,-1.0,17.0,-12.0,3.1229999999999998,30.666666666666668,3.486333333333333,3.2074,30.0,3.2492000000000005,3.2946,32.9,3.0469999999999997,3.408785714285714,32.0,3.2617857142857143,-0.011000000000000324,0.23979999999999957,1.1999999999999946,2.0999999999999965
BUF,2022,BUF,2022020228,BUF,BOS,HOME,20221112,Team Level,all,0.5266,0.5,0.5059,3600.0,31.56,3.203,2.29,7.069,1.017,17.471,11.952,2.728,3.113,2.66,31.0,12.0,12.0,55.0,1.0,3.0,0.0,9.0,0.0,13.0,17.0,30.0,42.0,3.0,6.0,31.0,9.0,11.0,4.0,32.0,7.0,4.0,1.01,0.866,1.326,0.0,0.0,1.0,54.802,43.0,42.968,1.0,0.489,1.026,1.026,2.666,2.611,2.483,29.502,2.879,2.018,6.266,0.984,16.845,13.007,2.812,2.937,2.869,30.0,12.0,13.0,55.0,3.0,2.0,0.0,8.0,0.0,10.0,19.0,27.0,39.0,4.0,8.0,28.0,14.0,4.0,5.0,31.0,10.0,1.0,1.038,1.14,0.701,1.0,1.0,1.0,55.5,42.0,42.41,4.0,0.437,0.233,0.233,3.082,3.146,3.081,0,0,1.0,-1.0,0.0,3.0,3.2159999999999997,33.0,3.013,3.1742,29.6,3.4328000000000003,3.2149,33.3,3.0712,3.3950666666666667,31.933333333333334,3.236266666666667,0.03659999999999985,-0.22070000000000056,2.299999999999999,-4.1455419891793965e-15
BUF,2022,BUF,2022020252,BUF,VAN,HOME,20221115,Team Level,all,0.3644,0.5366,0.5222,3600.0,34.849,2.693,1.974,8.898,1.152,18.6,13.684,2.641,2.556,2.505,32.0,15.0,19.0,66.0,4.0,3.0,0.0,4.0,4.0,15.0,17.0,28.0,43.0,3.0,6.0,28.0,5.0,6.0,4.0,36.0,9.0,2.0,1.34,0.945,0.408,2.0,1.0,1.0,60.969,47.0,43.792,1.0,0.428,0.262,0.262,2.859,2.704,2.667,31.378,4.698,2.027,6.896,1.01,16.803,11.566,4.602,4.917,4.817,32.0,11.0,14.0,57.0,5.0,3.0,1.0,7.0,3.0,11.0,14.0,27.0,38.0,3.0,6.0,36.0,11.0,9.0,2.0,28.0,11.0,4.0,0.92,1.397,2.381,1.0,2.0,2.0,61.95,43.0,46.777,1.0,0.455,0.379,0.379,4.774,4.991,4.919,0,0,0.0,0.0,9.0,-8.0,3.126,32.666666666666664,3.8543333333333334,3.053,31.0,3.6072,3.321,34.9,3.1603000000000003,3.3511875,31.9375,3.3276250000000003,-0.022200000000000254,0.15029999999999996,1.4,0.9999999999999959
BUF,2022,BUF,2022020257,BUF,OTT,AWAY,20221116,Team Level,all,0.3564,0.4915,0.4333,3600.0,28.618,3.27,2.207,5.721,0.874,15.102,11.827,3.234,3.276,3.24,30.0,9.0,19.0,58.0,1.0,1.0,0.0,7.0,0.0,17.0,13.0,29.0,38.0,7.0,14.0,27.0,10.0,7.0,13.0,29.0,7.0,3.0,0.927,0.852,1.491,0.0,0.0,1.0,57.041,39.0,38.194,5.0,0.491,0.153,0.153,3.607,3.614,3.574,38.473,5.904,2.608,7.783,1.155,18.517,15.033,5.735,5.9,5.731,40.0,11.0,9.0,60.0,4.0,5.0,2.0,8.0,3.0,14.0,17.0,36.0,47.0,8.0,18.0,36.0,27.0,5.0,16.0,30.0,12.0,9.0,0.834,1.583,3.487,1.0,1.0,2.0,60.646,51.0,51.804,12.0,0.587,1.223,1.223,5.268,5.261,5.184,0,0,-10.0,-1.0,-2.0,-9.0,3.0553333333333335,31.0,4.493666666666667,3.1222000000000003,32.2,3.9281999999999995,3.2793,33.4,3.467,3.3464117647058824,31.823529411764707,3.4791764705882353,-0.01750000000000045,0.8172,-0.900000000000001,2.799999999999996
BUF,2022,BUF,2022020276,BUF,TOR,AWAY,20221119,Team Level,all,0.4481,0.5905,0.5733,3600.0,32.229,2.903,2.125,7.153,0.942,18.102,11.774,2.842,2.9,2.839,34.0,9.0,19.0,62.0,2.0,3.0,1.0,9.0,5.0,10.0,14.0,32.0,41.0,3.0,6.0,19.0,28.0,7.0,14.0,33.0,8.0,2.0,0.574,0.939,1.39,0.0,0.0,2.0,59.522,43.0,42.421,7.0,0.487,1.011,1.011,2.379,2.379,2.332,24.242,3.576,1.804,4.971,0.741,12.079,8.829,3.434,3.61,3.465,24.0,8.0,11.0,43.0,5.0,3.0,1.0,2.0,0.0,10.0,12.0,19.0,27.0,6.0,12.0,31.0,32.0,11.0,14.0,14.0,12.0,6.0,0.452,1.391,1.733,0.0,3.0,2.0,45.816,32.0,32.63,11.0,0.393,0.935,0.935,3.034,3.05,3.01,0,0,10.0,-3.0,19.0,-12.0,2.9553333333333334,32.0,4.726,3.1102,32.4,4.2086,3.1339,32.3,3.4872,3.3217777777777777,31.944444444444443,3.4845555555555556,-0.10910000000000046,0.22049999999999964,-0.30000000000000515,-1.4000000000000044
BUF,2022,BUF,2022020301,BUF,MTL,AWAY,20221122,Team Level,all,0.6615,0.5826,0.5476,3600.0,34.698,5.434,2.525,7.535,1.111,16.481,12.914,5.201,5.796,5.536,38.0,8.0,21.0,67.0,7.0,5.0,1.0,1.0,1.0,15.0,17.0,31.0,39.0,9.0,21.0,24.0,15.0,10.0,14.0,28.0,9.0,9.0,0.757,1.229,3.448,2.0,2.0,3.0,75.43,46.0,50.944,14.0,0.573,1.179,1.179,4.828,5.103,5.058,27.437,2.781,2.188,6.348,0.873,16.01,9.801,2.734,2.636,2.592,31.0,7.0,10.0,48.0,2.0,2.0,1.0,2.0,0.0,11.0,21.0,29.0,36.0,7.0,17.0,29.0,20.0,6.0,15.0,25.0,9.0,4.0,0.89,0.875,1.015,1.0,0.0,1.0,43.886,38.0,35.298,14.0,0.498,0.576,0.576,2.703,2.56,2.541,0,1,7.0,2.0,19.0,-5.0,3.8689999999999998,34.0,4.087,3.5006,33.0,3.9676,3.354,31.5,3.6083999999999996,3.4329473684210527,32.26315789473684,3.4475263157894735,0.46719999999999984,-0.1318000000000002,1.5999999999999996,-0.6000000000000026
BUF,2022,BUF,2022020307,BUF,STL,HOME,20221123,Team Level,all,0.498,0.5,0.5,3600.0,33.844,3.686,2.695,7.335,1.226,18.879,13.179,3.335,3.725,3.374,32.0,15.0,12.0,59.0,6.0,4.0,0.0,2.0,1.0,18.0,16.0,26.0,41.0,4.0,8.0,28.0,15.0,9.0,1.0,29.0,17.0,1.0,1.123,2.175,0.388,3.0,3.0,0.0,62.61,47.0,48.521,0.0,0.604,0.902,0.902,3.388,3.433,3.253,33.818,3.715,2.468,7.864,1.173,18.68,13.1,3.638,3.676,3.599,36.0,11.0,12.0,59.0,2.0,5.0,0.0,12.0,2.0,9.0,17.0,34.0,45.0,4.0,8.0,24.0,26.0,4.0,4.0,33.0,11.0,3.0,1.077,1.394,1.243,0.0,1.0,1.0,55.907,47.0,45.404,1.0,0.527,0.757,0.757,3.485,3.442,3.419,0,1,-4.0,0.0,0.0,4.0,4.007666666666666,34.666666666666664,3.357333333333333,3.5972,33.2,4.1348,3.3857,31.4,3.7838000000000003,3.4456,32.25,3.4609,0.41500000000000004,-0.5089000000000006,0.7999999999999985,-0.10000000000000463
BUF,2022,BUF,2022020327,BUF,NJD,HOME,20221125,Team Level,all,0.4326,0.4394,0.4343,3600.0,31.097,3.02,2.367,6.759,0.979,17.998,11.878,2.947,2.82,2.752,34.0,9.0,15.0,58.0,1.0,3.0,0.0,8.0,0.0,21.0,10.0,33.0,42.0,1.0,2.0,30.0,23.0,10.0,9.0,28.0,12.0,3.0,0.827,1.511,0.682,0.0,1.0,0.0,53.252,43.0,39.675,4.0,0.511,0.465,0.465,3.065,2.859,2.789,40.633,3.961,2.645,9.88,1.385,21.383,16.745,3.745,4.224,4.0,44.0,12.0,18.0,74.0,3.0,3.0,0.0,12.0,2.0,17.0,19.0,41.0,53.0,1.0,2.0,40.0,15.0,7.0,1.0,41.0,11.0,4.0,1.16,1.475,1.326,2.0,1.0,0.0,79.943,56.0,60.201,0.0,0.571,0.767,0.767,3.765,4.017,3.816,0,0,-10.0,0.0,-16.0,-10.0,4.046666666666667,34.666666666666664,3.4856666666666665,3.6626,33.6,3.9874,3.3578,32.3,3.7973,3.4253333333333336,32.333333333333336,3.484714285714286,0.028299999999999888,-0.37470000000000037,0.5999999999999976,1.9999999999999951
BUF,2022,BUF,2022020347,BUF,TBL,HOME,20221128,Team Level,all,0.5273,0.513,0.5104,3764.0,37.378,5.363,2.494,8.393,1.204,17.187,14.358,4.999,5.181,4.827,37.0,12.0,10.0,59.0,5.0,9.0,1.0,8.0,1.0,9.0,17.0,32.0,44.0,4.0,8.0,24.0,8.0,6.0,3.0,24.0,16.0,9.0,0.751,2.013,2.6,2.0,1.0,2.0,57.345,49.0,47.68,1.0,0.543,2.54,2.54,3.367,3.231,3.187,34.704,4.808,2.226,7.534,1.089,18.056,13.287,4.668,4.879,4.738,25.0,22.0,9.0,56.0,6.0,2.0,1.0,6.0,2.0,17.0,14.0,19.0,41.0,2.0,4.0,36.0,25.0,9.0,8.0,32.0,10.0,5.0,0.752,1.303,2.753,1.0,1.0,4.0,57.028,47.0,47.594,5.0,0.501,0.573,0.573,4.737,4.82,4.734,0,0,12.0,2.0,3.0,-12.0,4.023,34.333333333333336,4.161333333333332,4.0812,35.0,3.7682,3.6017,33.6,3.8482,3.513409090909091,32.54545454545455,3.5448636363636363,0.25059999999999955,0.36439999999999945,0.19999999999999588,1.4999999999999982
