team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame,win,shot_diff,penalty_diff,xgoal_diff,shotAttempt_diff,faceOff_diff
NYR,2022,NYR,2022020003,NYR,TBL,HOME,20221011,Team Level,all,0.6699,0.6068,0.5904,3600.0,36.626,5.589,3.084,7.843,1.19,18.568,12.727,4.959,5.524,4.897,39.0,10.0,22.0,71.0,3.0,6.0,0.0,2.0,3.0,24.0,11.0,36.0,46.0,6.0,12.0,30.0,24.0,19.0,17.0,26.0,14.0,9.0,1.008,1.556,3.025,1.0,2.0,0.0,70.854,49.0,48.988,5.0,0.688,1.358,1.358,4.919,4.868,4.578,25.294,2.754,1.868,5.87,1.073,14.067,8.368,2.446,2.813,2.504,26.0,8.0,12.0,46.0,1.0,2.0,0.0,6.0,0.0,10.0,15.0,25.0,33.0,4.0,8.0,17.0,19.0,8.0,15.0,24.0,6.0,4.0,0.635,0.757,1.362,0.0,0.0,1.0,46.551,34.0,34.315,5.0,0.465,0.176,0.176,3.043,3.102,2.754,0,1,13.0,2.0,2.8350000000000004,25.0,13.0
NYR,2022,NYR,2022020017,NYR,MIN,AWAY,20221013,Team Level,all,0.4152,0.4655,0.4556,3600.0,30.783,3.165,2.387,7.092,0.93,16.263,11.163,3.123,3.4,3.356,35.0,6.0,13.0,54.0,7.0,4.0,1.0,6.0,0.0,10.0,14.0,28.0,34.0,7.0,17.0,29.0,27.0,4.0,1.0,29.0,9.0,3.0,0.641,1.088,1.436,1.0,3.0,3.0,61.002,41.0,45.018,0.0,0.536,0.336,0.336,3.365,3.596,3.554,35.567,4.457,2.568,7.138,1.252,18.462,15.123,3.833,4.294,3.67,36.0,13.0,13.0,62.0,3.0,3.0,0.0,5.0,0.0,18.0,20.0,33.0,46.0,8.0,19.0,29.0,20.0,9.0,6.0,30.0,13.0,6.0,1.092,1.703,1.662,0.0,2.0,1.0,57.921,49.0,46.481,2.0,0.626,0.954,0.954,4.128,3.953,3.584,0,1,-1.0,-1.0,-1.2919999999999998,-8.0,0.0
NYR,2022,NYR,2022020023,NYR,WPG,AWAY,20221014,Team Level,all,0.4,0.5185,0.5481,3600.0,40.542,2.814,2.906,9.682,1.407,23.631,16.561,2.725,2.863,2.773,41.0,16.0,13.0,70.0,1.0,6.0,0.0,7.0,2.0,21.0,20.0,40.0,56.0,3.0,6.0,28.0,25.0,3.0,20.0,46.0,10.0,1.0,1.318,1.288,0.208,1.0,0.0,0.0,69.733,57.0,56.422,18.0,0.645,0.43,0.43,3.029,3.073,2.982,33.758,4.221,2.192,7.402,1.079,18.976,13.131,4.109,4.173,4.062,34.0,13.0,18.0,65.0,4.0,2.0,1.0,7.0,0.0,21.0,13.0,30.0,43.0,2.0,4.0,29.0,28.0,12.0,17.0,30.0,14.0,3.0,1.191,1.633,1.397,1.0,2.0,1.0,64.892,47.0,47.386,14.0,0.472,0.407,0.407,4.286,4.232,4.138,0,0,7.0,1.0,-1.407,5.0,-1.0
NYR,2022,NYR,2022020039,NYR,ANA,HOME,20221017,Team Level,all,0.6968,0.6481,0.6988,3600.0,41.567,3.741,3.001,9.327,1.346,23.951,16.634,3.549,3.766,3.573,43.0,15.0,12.0,70.0,6.0,2.0,0.0,9.0,0.0,27.0,14.0,37.0,52.0,1.0,2.0,30.0,27.0,5.0,5.0,41.0,15.0,2.0,1.413,1.795,0.533,1.0,5.0,0.0,73.202,58.0,59.571,3.0,0.648,0.394,0.394,3.995,4.019,3.821,18.361,1.628,1.217,4.526,0.607,9.85,7.173,1.596,1.628,1.597,22.0,3.0,13.0,38.0,4.0,1.0,0.0,4.0,0.0,8.0,8.0,18.0,21.0,4.0,8.0,28.0,17.0,4.0,10.0,17.0,6.0,2.0,0.536,0.593,0.499,3.0,0.0,1.0,36.546,25.0,24.426,7.0,0.256,0.216,0.216,1.668,1.671,1.669,0,1,21.0,-3.0,2.1130000000000004,32.0,2.0
NYR,2022,NYR,2022020064,NYR,SJS,HOME,20221020,Team Level,all,0.4877,0.5,0.5432,3649.0,30.029,2.97,2.147,6.531,0.991,18.353,13.007,2.892,2.876,2.8,23.0,21.0,11.0,55.0,2.0,2.0,0.0,11.0,1.0,13.0,15.0,21.0,42.0,3.0,6.0,24.0,33.0,5.0,8.0,31.0,10.0,3.0,1.134,1.138,0.698,2.0,0.0,0.0,53.523,44.0,42.894,1.0,0.466,0.425,0.425,3.011,2.922,2.865,26.37,3.12,1.761,5.483,0.844,14.552,11.24,3.046,3.199,3.123,27.0,10.0,18.0,55.0,3.0,2.0,1.0,5.0,0.0,11.0,16.0,24.0,34.0,5.0,10.0,33.0,19.0,5.0,6.0,27.0,7.0,3.0,0.838,0.899,1.384,1.0,1.0,1.0,57.061,37.0,38.238,1.0,0.389,1.156,1.156,2.354,2.437,2.397,0,0,-4.0,-2.0,-0.1499999999999999,0.0,-9.0
NYR,2022,NYR,2022020089,NYR,CBJ,HOME,20221023,Team Level,all,0.5683,0.625,0.6282,3600.0,34.02,2.571,2.428,7.641,1.098,21.292,13.97,2.507,2.428,2.366,31.0,18.0,21.0,70.0,1.0,1.0,0.0,9.0,1.0,20.0,17.0,30.0,48.0,1.0,2.0,34.0,26.0,5.0,10.0,38.0,11.0,0.0,1.374,1.198,0.0,0.0,1.0,0.0,64.779,49.0,45.916,4.0,0.551,0.185,0.185,2.937,2.764,2.698,21.365,1.953,1.647,4.696,0.749,11.524,8.432,1.946,2.161,2.153,21.0,8.0,13.0,42.0,5.0,0.0,0.0,5.0,0.0,9.0,10.0,16.0,24.0,3.0,6.0,17.0,15.0,9.0,6.0,22.0,4.0,3.0,0.747,0.592,0.613,3.0,2.0,0.0,46.595,29.0,32.131,4.0,0.345,0.0,0.0,2.298,2.54,2.531,0,0,10.0,-2.0,0.6180000000000001,28.0,17.0
NYR,2022,NYR,2022020108,NYR,NYI,AWAY,20221026,Team Level,all,0.5553,0.5714,0.5833,3600.0,40.84,3.384,3.172,9.49,1.357,22.665,15.932,3.066,3.477,3.145,41.0,15.0,16.0,72.0,0.0,5.0,0.0,9.0,1.0,27.0,14.0,41.0,56.0,3.0,6.0,24.0,43.0,4.0,15.0,44.0,8.0,4.0,1.046,0.989,1.349,0.0,0.0,0.0,71.441,56.0,55.485,3.0,0.705,1.278,1.278,2.811,2.871,2.765,27.982,2.71,2.077,6.267,0.879,16.864,11.203,2.651,2.687,2.629,29.0,11.0,14.0,54.0,3.0,1.0,0.0,6.0,1.0,12.0,17.0,26.0,37.0,3.0,6.0,25.0,35.0,10.0,10.0,27.0,12.0,1.0,0.999,1.469,0.242,1.0,2.0,0.0,54.724,40.0,40.598,4.0,0.445,0.242,0.242,2.913,2.897,2.84,0,0,12.0,0.0,0.6739999999999999,18.0,-1.0
NYR,2022,NYR,2022020127,NYR,DAL,AWAY,20221029,Team Level,all,0.6261,0.5085,0.5059,3600.0,29.639,4.123,2.082,6.769,1.038,16.966,12.023,3.988,4.275,4.129,27.0,16.0,17.0,60.0,6.0,4.0,1.0,1.0,0.0,22.0,10.0,21.0,37.0,6.0,12.0,28.0,18.0,8.0,8.0,28.0,9.0,6.0,0.702,1.028,2.393,2.0,1.0,3.0,62.282,43.0,44.517,3.0,0.452,0.981,0.981,3.594,3.694,3.637,31.305,2.462,1.811,7.829,1.068,16.523,12.307,2.367,2.37,2.278,33.0,9.0,16.0,58.0,3.0,4.0,1.0,4.0,0.0,15.0,16.0,30.0,39.0,7.0,14.0,24.0,13.0,5.0,5.0,31.0,9.0,2.0,0.833,1.108,0.521,2.0,0.0,1.0,55.993,42.0,40.663,3.0,0.385,0.702,0.702,2.145,2.064,2.036,0,1,-6.0,-1.0,1.661,2.0,4.0
NYR,2022,NYR,2022020141,NYR,ARI,AWAY,20221030,Team Level,all,0.6427,0.58,0.622,3600.0,36.844,3.981,2.635,7.964,1.167,20.664,14.589,3.93,4.11,4.054,39.0,12.0,7.0,58.0,3.0,1.0,0.0,7.0,3.0,19.0,18.0,36.0,48.0,1.0,2.0,31.0,34.0,5.0,9.0,40.0,8.0,3.0,1.235,1.135,1.612,1.0,1.0,1.0,59.595,51.0,52.308,4.0,0.584,0.177,0.177,4.388,4.528,4.471,22.091,2.213,1.439,4.853,0.74,12.685,9.069,2.162,2.131,2.082,20.0,11.0,11.0,42.0,2.0,1.0,0.0,2.0,0.0,12.0,14.0,18.0,29.0,3.0,6.0,26.0,27.0,3.0,11.0,19.0,11.0,1.0,0.611,1.379,0.222,0.0,2.0,0.0,41.219,31.0,30.552,5.0,0.298,0.156,0.156,2.355,2.27,2.233,0,1,19.0,-2.0,1.7679999999999998,16.0,5.0
NYR,2022,NYR,2022020149,NYR,PHI,HOME,20221101,Team Level,all,0.6509,0.646,0.6905,3847.0,41.853,4.61,3.133,8.953,1.47,22.579,17.255,4.504,4.469,4.365,36.0,22.0,15.0,73.0,1.0,3.0,0.0,6.0,1.0,21.0,26.0,35.0,57.0,5.0,10.0,21.0,27.0,9.0,16.0,38.0,15.0,5.0,1.405,1.848,1.357,0.0,1.0,0.0,71.44,58.0,56.819,7.0,0.678,0.791,0.791,4.497,4.369,4.277,19.405,2.472,1.138,4.481,0.587,9.386,7.937,2.101,2.52,2.15,19.0,7.0,14.0,40.0,0.0,1.0,0.0,8.0,0.0,4.0,13.0,19.0,26.0,5.0,10.0,29.0,14.0,5.0,12.0,19.0,5.0,2.0,0.5,0.66,1.311,0.0,0.0,0.0,41.024,26.0,26.64,6.0,0.261,0.901,0.901,1.832,1.89,1.884,0,1,17.0,0.0,2.1380000000000003,33.0,-8.0
NYR,2022,NYR,2022020161,NYR,BOS,HOME,20221103,Team Level,all,0.3035,0.3796,0.3704,3600.0,22.174,1.498,1.345,5.22,0.715,11.936,9.287,1.49,1.401,1.394,20.0,10.0,11.0,41.0,2.0,1.0,0.0,4.0,2.0,9.0,12.0,18.0,28.0,5.0,16.0,16.0,39.0,13.0,12.0,24.0,5.0,1.0,0.721,0.558,0.219,1.0,1.0,0.0,38.573,30.0,28.203,3.0,0.277,0.02,0.02,1.754,1.641,1.632,36.846,3.437,2.635,8.333,1.294,19.96,15.341,3.426,3.634,3.623,37.0,14.0,16.0,67.0,5.0,3.0,1.0,6.0,1.0,16.0,20.0,32.0,46.0,4.0,14.0,25.0,21.0,9.0,18.0,34.0,14.0,3.0,0.95,1.618,0.868,4.0,0.0,1.0,70.817,51.0,53.879,5.0,0.58,0.185,0.185,3.831,4.049,4.03,0,0,-17.0,1.0,-1.9389999999999998,-26.0,-9.0
NYR,2022,NYR,2022020190,NYR,DET,HOME,20221106,Team Level,all,0.4026,0.5122,0.4767,3763.0,28.909,1.912,1.856,7.4,0.961,17.218,11.653,1.893,1.859,1.84,29.0,12.0,22.0,63.0,2.0,2.0,0.0,14.0,2.0,15.0,6.0,27.0,39.0,4.0,8.0,29.0,31.0,5.0,7.0,32.0,9.0,0.0,0.798,1.115,0.0,1.0,1.0,0.0,62.386,41.0,40.845,3.0,0.39,0.151,0.151,2.151,2.092,2.075,32.602,2.837,2.32,7.634,1.104,18.663,12.443,2.685,2.877,2.719,36.0,9.0,15.0,60.0,3.0,4.0,1.0,9.0,1.0,10.0,18.0,33.0,42.0,2.0,4.0,32.0,23.0,3.0,4.0,36.0,5.0,4.0,0.802,0.518,1.516,0.0,1.0,2.0,60.329,45.0,44.958,3.0,0.563,0.702,0.702,2.698,2.726,2.711,0,0,-7.0,2.0,-0.9250000000000003,3.0,-3.0
NYR,2022,NYR,2022020198,NYR,NYI,HOME,20221108,Team Level,all,0.6027,0.5702,0.5977,3600.0,36.319,3.866,3.054,8.072,1.207,21.529,14.272,3.702,3.787,3.625,40.0,12.0,17.0,69.0,3.0,4.0,1.0,10.0,2.0,17.0,16.0,37.0,49.0,3.0,6.0,32.0,31.0,9.0,9.0,38.0,10.0,4.0,1.414,1.419,1.033,1.0,2.0,0.0,68.552,52.0,51.704,6.0,0.681,0.78,0.78,3.767,3.7,3.556,25.268,2.549,1.561,5.866,0.772,14.513,9.739,2.526,2.588,2.565,26.0,9.0,17.0,52.0,4.0,1.0,1.0,7.0,1.0,13.0,9.0,22.0,31.0,4.0,8.0,24.0,18.0,7.0,8.0,27.0,6.0,2.0,0.519,0.64,1.391,1.0,1.0,2.0,51.799,35.0,34.982,5.0,0.358,0.788,0.788,2.119,2.163,2.152,0,0,14.0,-1.0,1.3170000000000002,17.0,8.0
NYR,2022,NYR,2022020217,NYR,DET,AWAY,20221110,Team Level,all,0.7057,0.602,0.6111,3600.0,31.579,3.022,2.189,6.787,0.996,17.741,13.265,2.731,3.245,2.917,33.0,11.0,15.0,59.0,8.0,3.0,1.0,3.0,1.0,15.0,14.0,25.0,36.0,2.0,4.0,22.0,25.0,3.0,7.0,36.0,3.0,5.0,1.132,0.308,1.582,5.0,1.0,2.0,63.425,44.0,47.223,4.0,0.476,0.75,0.75,2.747,2.91,2.823,20.333,1.26,1.21,5.464,0.644,11.038,8.384,1.254,1.199,1.194,20.0,8.0,11.0,39.0,2.0,1.0,0.0,5.0,0.0,8.0,12.0,18.0,26.0,3.0,6.0,23.0,31.0,4.0,3.0,25.0,3.0,0.0,0.759,0.501,0.0,1.0,1.0,0.0,37.303,28.0,26.782,0.0,0.255,0.079,0.079,1.436,1.371,1.37,0,1,13.0,-1.0,1.7619999999999998,20.0,-1.0
NYR,2022,NYR,2022020232,NYR,NSH,AWAY,20221112,Team Level,all,0.6092,0.6186,0.6375,3600.0,36.023,3.3,2.66,8.322,1.521,20.512,14.685,3.261,3.309,3.269,35.0,16.0,22.0,73.0,1.0,3.0,0.0,6.0,2.0,20.0,19.0,34.0,50.0,6.0,18.0,26.0,32.0,4.0,4.0,40.0,8.0,3.0,1.149,1.052,1.099,0.0,0.0,1.0,72.057,51.0,50.128,3.0,0.627,0.604,0.604,3.323,3.332,3.312,21.397,2.117,1.814,3.794,0.602,11.855,8.818,2.102,2.119,2.105,18.0,11.0,16.0,45.0,2.0,1.0,0.0,4.0,1.0,6.0,15.0,16.0,27.0,7.0,22.0,25.0,25.0,6.0,4.0,20.0,8.0,1.0,0.843,1.067,0.207,0.0,1.0,1.0,45.768,29.0,29.832,2.0,0.398,0.12,0.12,2.395,2.397,2.389,0,0,17.0,-1.0,1.1829999999999998,28.0,1.0
NYR,2022,NYR,2022020239,NYR,ARI,HOME,20221113,Team Level,all,0.5063,0.43,0.4286,3600.0,22.655,2.449,1.735,4.776,0.675,11.863,8.504,2.388,2.437,2.377,27.0,3.0,13.0,43.0,4.0,0.0,0.0,6.0,1.0,6.0,13.0,23.0,26.0,7.0,14.0,20.0,31.0,16.0,14.0,18.0,11.0,1.0,0.646,1.541,0.262,0.0,3.0,1.0,43.954,30.0,30.227,2.0,0.393,0.0,0.0,2.842,2.829,2.759,29.724,2.388,1.921,6.737,0.948,15.67,12.335,2.381,2.418,2.411,32.0,8.0,17.0,57.0,1.0,1.0,0.0,9.0,1.0,9.0,19.0,31.0,39.0,5.0,10.0,32.0,19.0,7.0,13.0,33.0,5.0,2.0,0.651,0.655,1.081,0.0,0.0,1.0,57.339,40.0,40.397,5.0,0.439,0.019,0.019,2.808,2.846,2.837,0,1,-5.0,2.0,0.06099999999999994,-14.0,-12.0
NYR,2022,NYR,2022020271,NYR,SEA,AWAY,20221117,Team Level,all,0.4602,0.4746,0.4421,3819.0,30.157,3.686,2.111,6.236,0.938,16.963,12.066,3.558,3.753,3.622,30.0,12.0,14.0,56.0,2.0,3.0,0.0,7.0,0.0,14.0,16.0,28.0,40.0,3.0,6.0,22.0,24.0,6.0,1.0,28.0,10.0,4.0,0.771,1.146,1.77,0.0,0.0,2.0,56.311,42.0,42.09,0.0,0.492,0.276,0.276,3.903,3.968,3.857,38.536,4.324,3.038,8.864,1.316,21.384,14.074,4.136,4.196,4.014,32.0,21.0,9.0,62.0,3.0,3.0,0.0,8.0,1.0,16.0,22.0,29.0,50.0,4.0,8.0,27.0,22.0,9.0,10.0,30.0,20.0,3.0,1.012,2.557,0.755,1.0,2.0,0.0,61.112,53.0,52.54,5.0,0.654,0.568,0.568,4.41,4.289,4.141,0,0,-2.0,-1.0,-0.6379999999999999,-6.0,-5.0
NYR,2022,NYR,2022020288,NYR,SJS,AWAY,20221119,Team Level,all,0.592,0.6271,0.617,3600.0,39.224,3.297,3.165,9.142,1.467,24.333,16.596,3.068,3.391,3.159,43.0,15.0,16.0,74.0,2.0,5.0,0.0,14.0,1.0,22.0,14.0,41.0,56.0,1.0,2.0,24.0,32.0,12.0,9.0,48.0,8.0,2.0,1.408,0.826,1.063,0.0,1.0,1.0,76.012,58.0,59.46,4.0,0.753,0.658,0.658,3.393,3.505,3.294,26.195,2.272,1.815,6.296,0.816,14.291,10.51,2.252,2.192,2.172,23.0,13.0,8.0,44.0,1.0,0.0,0.0,6.0,1.0,12.0,16.0,22.0,35.0,3.0,6.0,36.0,19.0,16.0,11.0,24.0,11.0,1.0,0.812,1.257,0.202,0.0,1.0,0.0,42.78,36.0,35.026,6.0,0.39,0.0,0.0,2.663,2.568,2.543,0,1,20.0,-2.0,1.0250000000000004,30.0,-12.0
NYR,2022,NYR,2022020302,NYR,LAK,AWAY,20221122,Team Level,all,0.4983,0.4722,0.4267,3600.0,23.255,2.864,1.454,4.895,0.662,12.923,9.202,2.801,2.911,2.848,25.0,7.0,19.0,51.0,5.0,0.0,0.0,4.0,1.0,14.0,8.0,20.0,27.0,2.0,4.0,28.0,41.0,2.0,9.0,25.0,5.0,2.0,0.958,0.653,1.253,3.0,0.0,2.0,51.758,32.0,32.082,9.0,0.318,0.0,0.0,3.182,3.237,3.167,31.387,2.883,1.956,7.519,0.997,16.823,12.821,2.838,2.82,2.776,38.0,5.0,14.0,57.0,3.0,1.0,0.0,8.0,2.0,15.0,14.0,35.0,40.0,1.0,2.0,31.0,27.0,7.0,7.0,33.0,6.0,4.0,1.008,0.789,1.086,1.0,1.0,1.0,56.016,43.0,42.382,7.0,0.412,0.33,0.33,2.964,2.884,2.84,0,1,-13.0,1.0,-0.019000000000000128,-6.0,-3.0
NYR,2022,NYR,2022020314,NYR,ANA,AWAY,20221123,Team Level,all,0.5188,0.6349,0.625,3600.0,43.757,3.841,3.16,9.549,1.483,24.184,17.783,3.703,3.89,3.75,43.0,17.0,20.0,80.0,2.0,6.0,0.0,7.0,0.0,21.0,24.0,41.0,58.0,3.0,6.0,22.0,21.0,9.0,8.0,43.0,13.0,4.0,1.201,1.648,0.992,1.0,1.0,0.0,79.381,60.0,59.432,3.0,0.696,1.027,1.027,3.511,3.564,3.518,26.689,3.562,1.992,6.025,0.859,13.803,9.76,3.422,3.502,3.366,22.0,14.0,10.0,46.0,3.0,4.0,1.0,2.0,0.0,15.0,12.0,19.0,33.0,4.0,8.0,24.0,18.0,7.0,6.0,21.0,11.0,4.0,0.688,1.511,1.363,2.0,1.0,0.0,46.587,36.0,36.343,2.0,0.431,0.664,0.664,3.329,3.276,3.223,0,0,21.0,-1.0,0.27900000000000036,34.0,-2.0
NYR,2022,NYR,2022020332,NYR,EDM,HOME,20221126,Team Level,all,0.3066,0.3495,0.3293,3600.0,20.047,1.706,1.453,4.676,0.628,10.637,7.9,1.674,1.704,1.671,23.0,4.0,9.0,36.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,20.0,24.0,3.0,6.0,27.0,21.0,9.0,15.0,21.0,3.0,3.0,0.54,0.418,0.748,1.0,2.0,0.0,36.82,27.0,27.393,9.0,0.318,0.113,0.113,1.911,1.904,1.894,39.339,3.858,2.671,8.593,1.415,19.771,18.692,3.711,3.839,3.695,32.0,23.0,12.0,67.0,4.0,5.0,0.0,2.0,1.0,18.0,25.0,28.0,51.0,3.0,6.0,28.0,17.0,4.0,8.0,43.0,8.0,4.0,1.267,0.927,1.664,3.0,0.0,1.0,65.049,55.0,53.717,6.0,0.573,1.169,1.169,3.263,3.26,3.204,0,0,-9.0,0.0,-2.152,-31.0,-1.0
NYR,2022,NYR,2022020346,NYR,NJD,HOME,20221128,Team Level,all,0.4565,0.5303,0.5189,3600.0,38.849,3.376,2.974,8.458,1.278,23.559,15.356,3.256,3.288,3.169,38.0,17.0,15.0,70.0,3.0,3.0,0.0,2.0,0.0,24.0,23.0,35.0,52.0,3.0,6.0,19.0,24.0,9.0,12.0,36.0,18.0,1.0,0.975,2.197,0.204,1.0,2.0,0.0,67.585,55.0,53.222,6.0,0.671,0.27,0.27,3.777,3.672,3.542,37.212,4.02,2.408,8.549,1.193,19.826,15.005,3.922,4.183,4.078,38.0,13.0,11.0,62.0,5.0,3.0,1.0,2.0,0.0,19.0,22.0,33.0,46.0,4.0,8.0,28.0,12.0,11.0,8.0,42.0,4.0,5.0,0.885,0.513,2.622,1.0,2.0,2.0,64.491,51.0,53.033,5.0,0.517,0.494,0.494,4.043,4.175,4.093,0,0,0.0,-1.0,-0.6439999999999997,8.0,-9.0
NYR,2022,NYR,2022020362,NYR,OTT,AWAY,20221130,Team Level,all,0.4878,0.5074,0.5248,3600.0,39.523,3.505,3.075,8.267,1.312,20.486,16.355,3.355,3.74,3.582,36.0,17.0,16.0,69.0,3.0,3.0,0.0,5.0,3.0,21.0,18.0,33.0,50.0,4.0,8.0,15.0,30.0,3.0,10.0,39.0,11.0,3.0,1.112,1.278,1.114,0.0,3.0,0.0,74.646,53.0,57.061,8.0,0.691,0.143,0.143,4.053,4.328,4.159,35.813,3.681,2.822,7.974,1.188,19.911,12.423,3.491,3.476,3.299,35.0,13.0,19.0,67.0,1.0,3.0,0.0,8.0,1.0,20.0,15.0,34.0,47.0,3.0,6.0,36.0,31.0,5.0,16.0,29.0,16.0,3.0,0.874,2.052,0.755,1.0,0.0,0.0,63.179,48.0,45.253,13.0,0.625,0.61,0.61,3.696,3.511,3.412,0,1,1.0,1.0,-0.17600000000000016,2.0,-21.0
NYR,2022,NYR,2022020376,NYR,OTT,HOME,20221202,Team Level,all,0.4472,0.5042,0.4556,3882.0,30.963,3.164,1.972,7.835,0.936,15.3,11.793,2.938,3.137,2.911,27.0,14.0,19.0,60.0,2.0,4.0,0.0,1.0,0.0,19.0,15.0,25.0,39.0,5.0,18.0,35.0,23.0,9.0,17.0,29.0,7.0,5.0,0.967,0.779,1.419,1.0,0.0,1.0,59.934,41.0,41.251,11.0,0.44,0.944,0.944,2.66,2.629,2.552,36.953,3.911,2.428,7.946,1.168,18.622,14.925,3.639,3.934,3.661,37.0,12.0,10.0,59.0,3.0,3.0,1.0,4.0,0.0,20.0,19.0,34.0,46.0,4.0,14.0,37.0,26.0,7.0,9.0,34.0,12.0,3.0,0.985,1.569,1.357,0.0,1.0,2.0,58.456,49.0,48.321,3.0,0.566,1.174,1.174,3.303,3.328,3.173,0,0,-10.0,1.0,-0.7469999999999999,1.0,-2.0
NYR,2022,NYR,2022020387,NYR,CHI,HOME,20221203,Team Level,all,0.4666,0.625,0.6494,3600.0,35.236,3.462,2.551,8.235,1.154,20.649,13.949,3.33,3.275,3.147,28.0,22.0,20.0,70.0,2.0,2.0,0.0,6.0,2.0,19.0,19.0,26.0,48.0,8.0,25.0,29.0,31.0,4.0,9.0,34.0,13.0,3.0,1.157,1.462,0.843,1.0,0.0,1.0,64.374,50.0,46.429,4.0,0.582,0.558,0.558,3.487,3.29,3.18,19.432,3.958,1.037,3.812,0.594,10.016,7.583,3.952,4.044,4.038,21.0,6.0,15.0,42.0,5.0,1.0,1.0,2.0,0.0,6.0,13.0,16.0,22.0,8.0,25.0,25.0,30.0,6.0,6.0,19.0,3.0,5.0,0.356,0.399,3.203,0.0,1.0,4.0,46.812,27.0,29.257,5.0,0.257,0.758,0.758,3.457,3.56,3.56,0,0,7.0,0.0,-0.496,28.0,4.0
NYR,2022,NYR,2022020398,NYR,STL,HOME,20221205,Team Level,all,0.3464,0.4316,0.4143,3600.0,21.137,1.895,1.325,4.732,0.742,10.93,9.375,1.882,1.855,1.843,24.0,5.0,12.0,41.0,6.0,1.0,0.0,4.0,0.0,12.0,6.0,18.0,23.0,5.0,10.0,34.0,25.0,10.0,9.0,20.0,7.0,2.0,0.697,0.76,0.438,4.0,1.0,1.0,40.354,29.0,28.913,7.0,0.278,0.084,0.084,2.09,2.043,2.028,30.712,3.576,2.132,6.508,1.017,16.392,11.375,3.49,3.683,3.591,29.0,12.0,13.0,54.0,4.0,2.0,2.0,0.0,0.0,19.0,16.0,25.0,37.0,2.0,4.0,28.0,21.0,4.0,4.0,25.0,10.0,6.0,0.613,1.257,1.707,0.0,1.0,3.0,55.437,41.0,41.746,1.0,0.524,0.453,0.453,3.648,3.736,3.719,0,1,-5.0,3.0,-1.681,-13.0,6.0
