team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame,win,shot_diff,penalty_diff,xgoal_diff,shotAttempt_diff,faceOff_diff
UTA,2024,UTA,2024020254,UTA,CAR,HOME,20241113,Team Level,all,0.316,0.3219,0.3131,3600.0,23.385,2.415,1.351,5.875,0.764,12.013,8.582,2.344,2.378,2.305,21.0,10.0,16.0,47.0,4.0,2.0,1.0,4.0,1.0,4.0,16.0,17.0,27.0,7.0,25.0,30.0,11.0,5.0,15.0,19.0,9.0,3.0,0.531,1.147,0.738,1.0,2.0,1.0,46.684,31.0,30.923,8.0,0.285,0.482,0.482,2.218,2.173,2.149,50.481,5.228,3.609,12.713,1.892,26.087,18.472,5.092,5.323,5.183,50.0,18.0,31.0,99.0,1.0,6.0,0.0,13.0,1.0,31.0,16.0,49.0,67.0,1.0,2.0,43.0,12.0,7.0,19.0,48.0,14.0,6.0,1.545,1.793,1.889,0.0,0.0,1.0,99.527,68.0,68.069,5.0,0.837,1.073,1.073,4.991,5.088,4.987,0,1,-29.0,6.0,-2.8129999999999997,-52.0,-13.0
UTA,2024,UTA,2024020270,UTA,VGK,HOME,20241115,Team Level,all,0.4428,0.626,0.5747,3600.0,36.826,3.329,2.218,9.555,1.341,19.603,13.953,3.256,3.299,3.226,32.0,18.0,27.0,77.0,2.0,5.0,0.0,7.0,0.0,18.0,18.0,30.0,48.0,4.0,11.0,39.0,12.0,3.0,14.0,38.0,9.0,3.0,1.261,1.147,0.921,1.0,1.0,0.0,77.198,50.0,50.203,8.0,0.463,0.794,0.794,2.999,2.964,2.913,27.135,4.189,1.712,6.012,0.872,14.221,9.995,4.1,4.236,4.146,29.0,8.0,9.0,46.0,4.0,1.0,0.0,7.0,0.0,15.0,10.0,25.0,33.0,5.0,13.0,25.0,30.0,7.0,11.0,26.0,7.0,4.0,0.883,0.828,2.478,1.0,0.0,3.0,46.087,37.0,37.038,3.0,0.377,0.21,0.21,4.356,4.409,4.362,0,0,3.0,-1.0,-0.8599999999999999,31.0,14.0
UTA,2024,UTA,2024020292,UTA,WSH,HOME,20241118,Team Level,all,0.6704,0.6636,0.6184,3600.0,35.01,4.334,2.274,7.95,1.129,18.955,12.358,4.102,4.152,3.927,26.0,21.0,24.0,71.0,2.0,3.0,2.0,7.0,0.0,21.0,14.0,24.0,45.0,5.0,13.0,30.0,10.0,9.0,19.0,28.0,13.0,6.0,1.228,1.529,1.576,0.0,0.0,2.0,66.25,47.0,44.666,5.0,0.515,0.884,0.884,3.965,3.799,3.716,20.558,2.131,1.226,4.618,0.678,11.191,9.157,2.121,2.267,2.257,24.0,5.0,7.0,36.0,6.0,0.0,0.0,2.0,0.0,9.0,12.0,18.0,23.0,6.0,15.0,27.0,14.0,6.0,14.0,21.0,7.0,1.0,0.574,0.929,0.628,3.0,2.0,1.0,39.89,29.0,31.616,10.0,0.273,0.0,0.0,2.404,2.561,2.546,0,0,2.0,-1.0,2.203,35.0,3.0
UTA,2024,UTA,2024020306,UTA,BOS,AWAY,20241121,Team Level,all,0.3721,0.4839,0.5057,3600.0,31.123,2.267,1.928,7.933,1.188,17.7,12.983,2.241,2.295,2.267,22.0,22.0,16.0,60.0,0.0,3.0,0.0,7.0,1.0,19.0,14.0,22.0,44.0,9.0,24.0,27.0,10.0,9.0,10.0,39.0,0.0,5.0,0.754,0.0,1.513,0.0,0.0,0.0,60.229,44.0,44.019,4.0,0.425,0.537,0.537,2.155,2.178,2.157,32.142,3.826,2.252,8.297,1.018,16.845,10.763,3.595,3.792,3.561,31.0,12.0,21.0,64.0,1.0,3.0,1.0,8.0,0.0,19.0,12.0,30.0,42.0,6.0,18.0,31.0,24.0,7.0,18.0,29.0,9.0,5.0,1.017,1.01,1.799,0.0,0.0,1.0,63.988,43.0,43.001,6.0,0.525,0.564,0.564,3.787,3.753,3.624,0,0,-9.0,3.0,-1.5590000000000002,-4.0,-4.0
UTA,2024,UTA,2024020326,UTA,PIT,AWAY,20241123,Team Level,all,0.6431,0.4821,0.5412,3600.0,33.764,4.375,2.379,7.233,1.036,17.888,13.088,4.286,4.658,4.56,30.0,16.0,8.0,54.0,6.0,2.0,0.0,4.0,1.0,14.0,19.0,24.0,40.0,4.0,8.0,28.0,31.0,2.0,12.0,30.0,12.0,4.0,0.754,1.494,2.127,1.0,2.0,3.0,59.887,46.0,50.316,6.0,0.55,0.26,0.26,4.665,4.959,4.887,28.627,2.428,2.064,7.263,0.923,16.032,10.289,2.315,2.314,2.204,28.0,11.0,19.0,58.0,1.0,1.0,0.0,9.0,0.0,11.0,17.0,27.0,38.0,4.0,8.0,31.0,42.0,7.0,7.0,29.0,10.0,0.0,0.958,1.47,0.0,0.0,1.0,0.0,53.478,39.0,36.337,3.0,0.474,0.106,0.106,2.796,2.669,2.542,0,1,2.0,0.0,1.947,-4.0,-3.0
UTA,2024,UTA,2024020333,UTA,TOR,AWAY,20241124,Team Level,all,0.3658,0.4297,0.4314,3600.0,30.663,2.767,1.978,7.572,1.048,17.456,13.178,2.705,2.806,2.744,26.0,18.0,11.0,55.0,2.0,2.0,0.0,10.0,0.0,16.0,14.0,24.0,42.0,5.0,10.0,28.0,21.0,3.0,18.0,37.0,4.0,3.0,1.02,0.444,1.303,1.0,0.0,1.0,55.193,44.0,44.112,9.0,0.437,0.367,0.367,2.837,2.879,2.822,41.804,4.798,3.353,9.714,1.491,23.801,14.842,4.264,4.763,4.229,35.0,23.0,15.0,73.0,3.0,3.0,1.0,7.0,0.0,20.0,25.0,32.0,55.0,2.0,4.0,33.0,34.0,3.0,15.0,36.0,16.0,6.0,1.033,2.075,1.69,1.0,1.0,1.0,72.775,58.0,57.972,8.0,0.789,0.41,0.41,5.176,5.131,4.642,0,0,-9.0,3.0,-2.031,-18.0,-5.0
UTA,2024,UTA,2024020346,UTA,MTL,AWAY,20241126,Team Level,all,0.5365,0.6017,0.6104,3873.0,34.761,3.18,2.165,7.877,1.123,18.873,13.781,2.884,3.323,3.012,29.0,18.0,24.0,71.0,3.0,4.0,0.0,2.0,0.0,13.0,25.0,26.0,44.0,4.0,8.0,19.0,15.0,4.0,11.0,34.0,9.0,4.0,0.879,1.094,1.207,1.0,2.0,0.0,72.731,47.0,48.303,4.0,0.474,1.144,1.144,2.511,2.614,2.566,21.972,2.747,1.533,4.933,0.758,11.365,8.664,2.659,2.674,2.587,13.0,17.0,17.0,47.0,2.0,1.0,1.0,3.0,1.0,8.0,15.0,11.0,28.0,5.0,10.0,26.0,44.0,8.0,7.0,15.0,14.0,1.0,0.577,1.785,0.385,1.0,0.0,1.0,46.064,30.0,29.526,3.0,0.339,0.385,0.385,2.701,2.619,2.53,0,1,16.0,-1.0,0.4330000000000003,24.0,-7.0
UTA,2024,UTA,2024020375,UTA,EDM,HOME,20241129,Team Level,all,0.4708,0.4615,0.5294,3678.0,33.749,2.731,2.03,8.088,1.035,18.349,12.768,2.689,2.702,2.66,31.0,14.0,9.0,54.0,3.0,2.0,1.0,5.0,0.0,15.0,20.0,28.0,42.0,3.0,6.0,28.0,16.0,8.0,16.0,35.0,7.0,3.0,1.196,0.73,0.806,0.0,1.0,2.0,54.399,45.0,45.135,7.0,0.419,0.378,0.378,2.772,2.734,2.721,30.574,3.07,1.561,6.792,0.907,14.718,12.952,3.031,3.112,3.073,32.0,8.0,23.0,63.0,4.0,1.0,0.0,5.0,0.0,16.0,14.0,28.0,36.0,1.0,2.0,25.0,8.0,12.0,12.0,27.0,11.0,2.0,0.623,1.147,1.299,1.0,1.0,2.0,63.276,40.0,40.316,4.0,0.367,0.132,0.132,3.304,3.347,3.307,0,0,-1.0,2.0,-0.33899999999999997,-9.0,3.0
UTA,2024,UTA,2024020386,UTA,VGK,AWAY,20241130,Team Level,all,0.4633,0.4672,0.5,3600.0,31.614,2.931,1.9,7.67,1.017,15.817,13.664,2.83,3.238,3.124,28.0,15.0,14.0,57.0,6.0,4.0,1.0,4.0,0.0,14.0,15.0,22.0,37.0,4.0,11.0,19.0,5.0,6.0,16.0,31.0,9.0,3.0,0.703,1.034,1.194,3.0,2.0,1.0,66.181,43.0,48.626,5.0,0.418,0.597,0.597,2.752,3.018,2.962,31.759,3.395,2.101,7.74,1.048,16.78,11.936,3.21,3.136,2.968,29.0,14.0,22.0,65.0,0.0,4.0,0.0,3.0,0.0,18.0,18.0,29.0,43.0,4.0,11.0,32.0,14.0,6.0,23.0,32.0,5.0,6.0,1.238,0.581,1.577,0.0,0.0,0.0,58.761,43.0,39.505,15.0,0.46,1.142,1.142,2.713,2.546,2.466,0,1,-1.0,0.0,-0.46399999999999997,-8.0,-13.0
UTA,2024,UTA,2024020395,UTA,DAL,HOME,20241202,Team Level,all,0.5623,0.5313,0.575,3600.0,32.822,3.309,2.124,8.201,1.165,18.259,12.942,3.166,3.158,3.02,37.0,9.0,22.0,68.0,1.0,4.0,0.0,3.0,1.0,18.0,19.0,36.0,45.0,3.0,6.0,32.0,19.0,4.0,24.0,34.0,8.0,4.0,0.956,0.929,1.424,0.0,1.0,0.0,63.797,46.0,43.384,14.0,0.454,1.101,1.101,2.662,2.509,2.481,25.827,2.576,1.285,6.534,0.846,12.629,10.13,2.563,2.726,2.711,21.0,13.0,26.0,60.0,2.0,1.0,0.0,3.0,0.0,8.0,20.0,19.0,32.0,2.0,4.0,24.0,11.0,13.0,21.0,26.0,7.0,1.0,1.142,0.878,0.557,1.0,0.0,1.0,64.234,34.0,36.261,13.0,0.275,0.192,0.192,2.66,2.809,2.804,0,0,16.0,1.0,0.7330000000000001,8.0,8.0
UTA,2024,UTA,2024020426,UTA,BUF,AWAY,20241207,Team Level,all,0.4822,0.4661,0.4938,3600.0,29.407,2.662,2.118,6.966,0.934,15.798,11.523,2.51,2.808,2.653,28.0,12.0,15.0,55.0,5.0,4.0,1.0,4.0,1.0,12.0,14.0,23.0,35.0,4.0,11.0,24.0,9.0,6.0,11.0,29.0,8.0,3.0,0.897,1.007,0.758,3.0,2.0,0.0,59.022,40.0,42.164,5.0,0.44,0.879,0.879,2.223,2.372,2.333,29.265,2.858,2.173,7.636,1.059,16.224,11.049,2.732,2.659,2.545,25.0,16.0,22.0,63.0,2.0,5.0,1.0,4.0,0.0,16.0,14.0,23.0,39.0,1.0,5.0,36.0,39.0,11.0,12.0,27.0,11.0,3.0,0.722,1.369,0.766,0.0,1.0,1.0,58.484,41.0,38.794,3.0,0.475,0.994,0.994,2.339,2.209,2.168,0,1,3.0,3.0,-0.19600000000000017,-8.0,-12.0
UTA,2024,UTA,2024020441,UTA,PHI,AWAY,20241208,Team Level,all,0.4992,0.4706,0.5,3600.0,31.092,3.24,1.917,7.136,0.989,17.055,12.663,3.217,3.336,3.312,25.0,18.0,13.0,56.0,4.0,2.0,0.0,8.0,0.0,14.0,15.0,21.0,39.0,3.0,6.0,23.0,22.0,3.0,6.0,36.0,4.0,3.0,0.961,0.468,1.811,1.0,2.0,1.0,58.627,43.0,44.921,2.0,0.421,0.276,0.276,3.384,3.486,3.467,31.843,3.25,2.208,7.23,0.993,17.639,11.681,3.156,3.136,3.043,24.0,19.0,20.0,63.0,2.0,4.0,1.0,5.0,1.0,14.0,17.0,22.0,41.0,4.0,8.0,32.0,23.0,6.0,5.0,30.0,8.0,5.0,0.752,0.948,1.55,1.0,0.0,1.0,60.225,43.0,41.343,3.0,0.499,1.243,1.243,2.506,2.416,2.318,0,1,1.0,-1.0,-0.009999999999999787,-7.0,-9.0
UTA,2024,UTA,2024020469,UTA,COL,AWAY,20241212,Team Level,all,0.5595,0.4107,0.4658,3600.0,24.108,2.456,1.401,5.564,0.806,13.227,10.546,2.448,2.587,2.578,23.0,11.0,12.0,46.0,4.0,2.0,0.0,5.0,0.0,10.0,13.0,19.0,30.0,2.0,6.0,23.0,10.0,6.0,15.0,27.0,4.0,3.0,0.559,0.495,1.402,2.0,0.0,2.0,51.838,34.0,37.805,8.0,0.299,0.176,0.176,2.58,2.726,2.717,27.092,1.934,1.838,6.027,0.886,17.054,11.261,1.875,1.817,1.759,24.0,15.0,27.0,66.0,1.0,1.0,0.0,4.0,0.0,20.0,13.0,23.0,38.0,2.0,4.0,30.0,23.0,16.0,21.0,33.0,6.0,0.0,1.238,0.696,0.0,1.0,0.0,0.0,60.604,39.0,36.396,4.0,0.404,0.056,0.056,2.282,2.15,2.084,0,1,-1.0,0.0,0.522,-20.0,-7.0
UTA,2024,UTA,2024020487,UTA,SJS,AWAY,20241214,Team Level,all,0.6125,0.6083,0.6322,3600.0,39.189,3.522,2.869,8.943,1.248,22.1,16.317,3.462,3.617,3.556,40.0,15.0,18.0,73.0,4.0,4.0,0.0,8.0,0.0,15.0,24.0,36.0,51.0,5.0,10.0,32.0,17.0,3.0,14.0,43.0,7.0,5.0,1.036,0.873,1.613,2.0,0.0,2.0,74.452,55.0,55.797,7.0,0.636,0.566,0.566,3.592,3.69,3.658,22.888,2.228,1.632,5.428,0.804,12.669,9.239,2.203,2.154,2.13,22.0,10.0,15.0,47.0,3.0,4.0,0.0,9.0,0.0,5.0,11.0,19.0,29.0,8.0,16.0,30.0,15.0,4.0,13.0,23.0,5.0,4.0,0.742,0.468,1.019,2.0,1.0,0.0,45.985,32.0,31.459,7.0,0.356,0.652,0.652,1.933,1.882,1.873,0,1,18.0,-3.0,1.2939999999999996,26.0,2.0
UTA,2024,UTA,2024020510,UTA,VAN,HOME,20241218,Team Level,all,0.5486,0.5246,0.5195,3888.0,30.608,3.822,1.779,7.069,1.015,14.131,12.184,3.352,3.689,3.239,31.0,9.0,24.0,64.0,3.0,5.0,1.0,3.0,0.0,12.0,17.0,28.0,37.0,3.0,6.0,23.0,22.0,1.0,26.0,25.0,9.0,6.0,0.851,1.12,1.85,1.0,1.0,1.0,61.849,40.0,38.778,14.0,0.388,1.618,1.618,2.592,2.508,2.368,28.207,3.145,1.97,6.667,0.931,14.055,10.232,3.067,3.281,3.201,26.0,11.0,21.0,58.0,2.0,3.0,1.0,7.0,0.0,12.0,13.0,24.0,35.0,3.0,6.0,31.0,33.0,5.0,15.0,25.0,10.0,2.0,0.817,1.36,0.969,0.0,0.0,2.0,60.722,37.0,38.728,11.0,0.451,0.933,0.933,2.663,2.805,2.753,0,1,5.0,0.0,0.677,6.0,-8.0
UTA,2024,UTA,2024020526,UTA,MIN,AWAY,20241220,Team Level,all,0.367,0.4536,0.4085,3600.0,20.648,1.721,1.167,4.727,0.642,12.01,8.732,1.704,1.784,1.766,18.0,11.0,15.0,44.0,2.0,1.0,1.0,3.0,0.0,10.0,13.0,16.0,27.0,5.0,10.0,29.0,9.0,2.0,9.0,25.0,2.0,2.0,0.618,0.177,0.926,0.0,0.0,2.0,45.578,29.0,30.037,3.0,0.257,0.438,0.438,1.54,1.593,1.584,30.9,2.968,2.3,6.608,0.944,17.417,11.764,2.903,2.879,2.815,29.0,13.0,11.0,53.0,1.0,2.0,0.0,5.0,0.0,11.0,23.0,28.0,41.0,3.0,6.0,17.0,11.0,5.0,11.0,28.0,12.0,2.0,1.062,1.269,0.636,1.0,0.0,0.0,51.706,42.0,41.016,3.0,0.509,0.481,0.481,2.996,2.909,2.846,0,1,-11.0,2.0,-1.2469999999999999,-9.0,12.0
UTA,2024,UTA,2024020556,UTA,DAL,HOME,20241223,Team Level,all,0.5687,0.4729,0.4524,3600.0,28.227,3.361,1.907,6.861,0.959,14.758,10.154,3.252,3.21,3.104,26.0,12.0,23.0,61.0,2.0,1.0,0.0,6.0,0.0,12.0,17.0,24.0,36.0,3.0,6.0,25.0,19.0,6.0,18.0,22.0,13.0,3.0,0.668,1.793,0.9,0.0,2.0,0.0,57.872,38.0,36.303,5.0,0.417,0.172,0.172,3.607,3.444,3.355,34.559,2.549,2.164,8.268,1.204,18.405,13.41,2.485,2.712,2.644,29.0,17.0,22.0,68.0,3.0,3.0,0.0,2.0,0.0,19.0,19.0,26.0,43.0,2.0,4.0,31.0,20.0,5.0,8.0,34.0,11.0,1.0,0.898,1.423,0.229,0.0,3.0,0.0,71.447,46.0,48.495,3.0,0.475,0.453,0.453,2.57,2.733,2.706,0,0,-3.0,1.0,0.8120000000000003,-7.0,-6.0
UTA,2024,UTA,2024020564,UTA,COL,HOME,20241227,Team Level,all,0.4154,0.4697,0.4949,3600.0,36.629,3.241,2.418,8.989,1.241,20.234,12.877,3.081,3.129,2.977,35.0,14.0,13.0,62.0,1.0,5.0,0.0,5.0,0.0,23.0,15.0,34.0,48.0,3.0,9.0,35.0,10.0,4.0,17.0,35.0,11.0,3.0,1.102,1.429,0.71,0.0,1.0,0.0,59.87,49.0,47.332,7.0,0.537,0.617,0.617,3.16,3.076,2.996,38.04,4.561,2.15,9.156,1.199,18.383,14.552,4.306,4.756,4.493,37.0,13.0,20.0,70.0,4.0,3.0,1.0,5.0,0.0,17.0,21.0,33.0,46.0,4.0,11.0,33.0,19.0,3.0,12.0,37.0,8.0,5.0,0.997,1.023,2.542,0.0,1.0,3.0,72.999,50.0,51.989,8.0,0.461,1.017,1.017,4.005,4.151,4.021,0,0,-2.0,-1.0,-1.3199999999999998,-8.0,2.0
UTA,2024,UTA,2024020588,UTA,SEA,AWAY,20241230,Team Level,all,0.502,0.5793,0.5463,3600.0,41.004,4.076,2.616,10.531,1.475,23.621,16.68,3.934,4.156,4.01,30.0,29.0,25.0,84.0,2.0,5.0,1.0,6.0,0.0,24.0,22.0,28.0,57.0,4.0,8.0,29.0,9.0,8.0,16.0,43.0,11.0,5.0,1.235,1.164,1.678,0.0,0.0,2.0,83.618,59.0,58.363,7.0,0.551,1.284,1.284,3.344,3.41,3.323,34.959,4.044,2.317,9.244,1.186,19.04,13.167,3.793,3.961,3.72,33.0,16.0,12.0,61.0,5.0,7.0,2.0,11.0,0.0,10.0,16.0,28.0,44.0,3.0,6.0,30.0,24.0,6.0,22.0,33.0,13.0,3.0,0.836,1.601,1.607,1.0,3.0,1.0,61.249,49.0,49.271,10.0,0.494,1.229,1.229,3.31,3.265,3.13,0,0,-3.0,1.0,0.03200000000000003,23.0,-1.0
UTA,2024,UTA,2024020601,UTA,EDM,AWAY,20241231,Team Level,all,0.3492,0.4672,0.4624,3600.0,31.526,2.219,1.951,7.999,1.054,17.453,12.324,2.08,2.276,2.132,27.0,16.0,14.0,57.0,1.0,3.0,0.0,4.0,0.0,14.0,21.0,26.0,42.0,4.0,8.0,21.0,15.0,3.0,26.0,35.0,6.0,2.0,0.818,0.63,0.772,0.0,1.0,0.0,56.292,43.0,42.924,13.0,0.436,0.601,0.601,2.055,2.09,1.993,36.814,4.135,2.524,9.113,1.173,19.269,13.786,3.974,4.101,3.942,38.0,12.0,15.0,65.0,4.0,2.0,0.0,8.0,0.0,23.0,13.0,34.0,46.0,3.0,6.0,25.0,4.0,7.0,13.0,35.0,12.0,3.0,1.13,1.613,1.392,2.0,1.0,1.0,66.3,50.0,50.485,3.0,0.538,0.587,0.587,4.086,4.051,3.935,0,0,-11.0,1.0,-1.916,-8.0,-4.0
UTA,2024,UTA,2024020611,UTA,CGY,AWAY,20250102,Team Level,all,0.767,0.5102,0.5294,3600.0,24.706,4.962,1.532,5.372,0.851,13.115,9.233,4.948,5.05,5.035,26.0,10.0,14.0,50.0,5.0,0.0,0.0,5.0,1.0,8.0,17.0,21.0,31.0,4.0,8.0,32.0,21.0,5.0,22.0,26.0,5.0,5.0,0.776,0.592,3.594,2.0,1.0,2.0,52.025,36.0,37.531,7.0,0.34,0.0,0.0,5.237,5.334,5.316,22.909,1.507,1.373,5.411,0.759,13.279,9.67,1.484,1.467,1.444,26.0,6.0,16.0,48.0,3.0,2.0,2.0,6.0,0.0,11.0,10.0,23.0,29.0,5.0,8.0,27.0,36.0,7.0,12.0,28.0,3.0,1.0,0.708,0.313,0.487,1.0,1.0,1.0,46.018,32.0,30.715,2.0,0.295,0.62,0.62,1.182,1.136,1.133,0,1,0.0,-1.0,3.455,2.0,5.0
UTA,2024,UTA,2024020628,UTA,DAL,AWAY,20250104,Team Level,all,0.5207,0.5349,0.6082,3781.0,43.622,3.338,2.424,10.216,1.439,23.014,18.569,3.208,3.486,3.35,35.0,24.0,10.0,69.0,2.0,3.0,0.0,8.0,0.0,16.0,30.0,33.0,57.0,0.0,0.0,30.0,21.0,3.0,23.0,42.0,15.0,2.0,1.269,1.552,0.517,1.0,1.0,0.0,70.877,59.0,60.479,8.0,0.505,0.637,0.637,3.205,3.344,3.302,28.435,3.072,1.931,6.975,0.961,14.296,10.764,2.971,2.975,2.877,29.0,9.0,22.0,60.0,3.0,5.0,1.0,6.0,0.0,8.0,16.0,26.0,35.0,1.0,2.0,24.0,16.0,2.0,16.0,24.0,11.0,3.0,0.786,1.512,0.774,1.0,1.0,1.0,58.518,38.0,37.184,6.0,0.416,0.756,0.756,2.733,2.649,2.635,0,0,6.0,-1.0,0.266,9.0,6.0
UTA,2024,UTA,2024020652,UTA,FLA,HOME,20250108,Team Level,all,0.3702,0.4514,0.47,3600.0,33.618,2.614,2.152,8.424,1.171,19.513,13.125,2.547,2.473,2.411,26.0,21.0,18.0,65.0,1.0,3.0,0.0,5.0,0.0,20.0,18.0,25.0,46.0,3.0,6.0,29.0,26.0,3.0,15.0,32.0,14.0,1.0,0.834,1.563,0.218,0.0,1.0,0.0,61.153,47.0,44.107,11.0,0.463,0.44,0.44,2.637,2.504,2.482,38.187,4.448,2.014,9.03,1.271,20.129,16.107,4.381,4.67,4.599,33.0,20.0,26.0,79.0,4.0,1.0,0.0,5.0,0.0,22.0,21.0,29.0,49.0,5.0,10.0,30.0,34.0,5.0,9.0,39.0,9.0,5.0,0.992,1.044,2.412,1.0,0.0,3.0,85.863,53.0,57.387,8.0,0.425,0.115,0.115,4.758,5.001,4.935,0,0,-7.0,-2.0,-1.8340000000000005,-14.0,-1.0
UTA,2024,UTA,2024020668,UTA,SJS,HOME,20250110,Team Level,all,0.6182,0.6296,0.6056,3600.0,32.804,3.192,2.001,8.593,1.161,16.774,11.279,2.736,3.042,2.605,26.0,17.0,25.0,68.0,2.0,5.0,0.0,6.0,0.0,14.0,16.0,24.0,41.0,2.0,6.0,30.0,23.0,4.0,15.0,30.0,8.0,5.0,0.932,0.947,1.313,2.0,0.0,0.0,64.741,43.0,41.096,6.0,0.428,1.161,1.161,2.458,2.336,2.241,21.249,1.971,1.379,5.357,0.758,10.727,7.809,1.842,2.114,1.976,19.0,9.0,12.0,40.0,1.0,3.0,1.0,4.0,0.0,11.0,9.0,18.0,27.0,1.0,2.0,26.0,11.0,5.0,15.0,21.0,3.0,4.0,0.616,0.294,1.06,0.0,0.0,1.0,41.837,28.0,29.401,7.0,0.307,0.717,0.717,1.561,1.66,1.591,0,1,7.0,1.0,1.221,28.0,4.0
UTA,2024,UTA,2024020680,UTA,NYI,HOME,20250111,Team Level,all,0.456,0.4839,0.4595,3600.0,25.376,2.07,1.434,6.29,0.836,13.814,9.556,2.018,2.037,1.986,22.0,12.0,26.0,60.0,1.0,1.0,0.0,2.0,0.0,17.0,13.0,21.0,33.0,4.0,8.0,30.0,23.0,3.0,25.0,23.0,10.0,1.0,0.659,1.153,0.259,0.0,1.0,0.0,60.05,34.0,34.136,14.0,0.307,0.069,0.069,2.308,2.272,2.225,28.71,2.469,2.132,7.073,1.048,15.396,11.881,2.315,2.572,2.409,32.0,8.0,24.0,64.0,2.0,3.0,0.0,4.0,0.0,21.0,10.0,30.0,38.0,3.0,6.0,29.0,25.0,1.0,10.0,27.0,11.0,2.0,0.737,1.298,0.434,1.0,1.0,0.0,64.884,40.0,40.654,4.0,0.483,0.397,0.397,2.554,2.652,2.532,0,0,-10.0,1.0,-0.399,-4.0,1.0
UTA,2024,UTA,2024020704,UTA,MTL,HOME,20250114,Team Level,all,0.6368,0.5372,0.5172,3600.0,33.993,5.059,2.616,8.423,1.29,17.142,10.469,4.588,4.942,4.478,25.0,20.0,20.0,65.0,3.0,8.0,1.0,5.0,0.0,12.0,17.0,22.0,42.0,5.0,8.0,31.0,19.0,13.0,9.0,25.0,13.0,7.0,1.051,1.615,2.392,0.0,2.0,1.0,62.892,45.0,43.856,4.0,0.626,2.065,2.065,3.62,3.524,3.42,32.516,2.885,1.905,8.471,1.157,15.141,12.441,2.806,2.985,2.904,27.0,15.0,14.0,56.0,5.0,1.0,0.0,3.0,1.0,22.0,10.0,22.0,37.0,7.0,14.0,32.0,22.0,7.0,3.0,32.0,7.0,3.0,0.803,1.003,1.079,2.0,1.0,2.0,57.415,42.0,43.19,1.0,0.434,0.586,0.624,2.695,2.804,2.731,0,0,-2.0,-2.0,2.1740000000000004,9.0,-1.0
